E_true,E_rec
20,23.240306258169316
20,22.91914406573967
20,22.172158363142955
20,24.270106360718337
20,22.491233001070647
20,23.136427172927892
20,26.4239021664696
20,24.3434245988452
20,18.820742160482546
20,23.39870342632996
20,21.82209829466667
20,22.320362252312464
20,23.1242617229922
20,22.489394866298767
20,25.629324338488487
20,20.426511528074403
20,21.68375211067
20,21.838128509983797
20,20.508334406046732
20,23.660069676063525
20,21.51959430437052
20,22.000967662482292
20,19.298962630147557
20,24.798452651948743
20,23.227248556726238
20,20.467805348429287
20,22.936203595929953
20,24.541719295872912
20,21.47591099444143
20,15.3283606960342
20,19.427120388530884
20,23.995370400759768
20,22.423197942423595
20,23.05404743439732
20,24.248371405830643
20,26.33993910958393
20,17.90748953692315
20,19.406956497269636
20,24.08909414737224
20,26.243918314133243
20,23.703480547247825
20,20.72481972620333
20,21.028150725572353
20,20.996506519826713
20,27.431431741018322
20,21.26214729499607
20,22.315692068213536
20,23.729519502998986
20,25.013046080582235
20,20.197686323079846
20,22.862578848598442
20,25.795650070978013
20,23.990211294324183
20,18.55214343915481
20,17.961337540712375
20,19.96155748418499
20,17.945036649087665
20,25.46720991536935
20,23.038684467131322
20,20.23007300027192
20,20.40500825066965
20,16.768610640337343
20,20.909582220938756
20,25.198697212479157
20,22.211593410707923
20,26.661232093164564
20,19.792237520384703
20,20.69366003403296
20,19.44682907917647
20,23.655239694209957
20,24.478295662942198
20,21.633165978366662
20,21.564397926418938
20,20.994262157954815
20,21.83603903628522
20,21.90164130466704
20,21.337563799706626
20,23.542778718103616
20,23.333252568756134
20,22.95509890727431
20,19.6085986750335
20,23.33042074711726
20,22.831259834497022
20,24.527079345565927
20,18.437276759137767
20,21.482332289632563
20,19.199693524163628
20,22.94014232877793
20,22.56433101366947
20,22.258694745939536
20,20.064486673401593
20,18.467220252900123
20,21.775958287269777
20,25.232014794697296
20,26.05189683851928
20,28.56377701600363
20,21.385848056493323
20,24.46852108286658
20,21.84485599405992
20,24.395199856412816
20,21.50660948131706
20,20.160550282332256
20,24.713184536930576
20,20.46187733061565
20,22.028713549692068
20,21.536408076012393
20,16.560032214346858
20,21.59711936772037
20,23.494740964286983
20,25.398495436958868
20,17.64135227247003
20,25.226184351347833
20,23.82165774714551
20,27.419457452250896
20,22.665086077286855
20,21.065800933667667
20,18.35105211847012
20,25.446136903327908
20,18.828751615801313
20,17.74673861739998
20,21.642758629733272
20,25.472768174404912
20,19.890971316488397
20,22.936584642569095
20,24.34410400525258
20,24.329633234296434
20,24.35998156387297
20,25.818468929177804
20,23.90465154654295
20,21.50664419597971
20,24.2416873143677
20,23.24163264384155
20,21.753547852799553
20,23.768460086666977
20,21.026077075308006
20,21.59560268831492
20,24.188587547278132
20,20.399021478264746
20,23.15447970346361
20,22.12978373805424
20,20.802703183722976
20,21.08466226877489
20,23.55784843759107
20,22.212117809119103
20,22.8520805132422
20,24.211525640292155
20,23.038047760999692
20,24.05647468845684
20,22.232563468667394
20,21.151984669986
20,19.4307670581915
20,23.64892264031084
20,22.98739313523386
20,23.239097311829624
20,24.854782759864715
20,23.99503016984324
20,27.160859366077393
20,20.99614355396873
20,24.017941272281558
20,26.239078426752027
20,26.454937647724066
20,19.81340001967684
20,17.616016232856573
20,21.998224142622764
20,19.14268672757549
20,23.3208996499096
20,20.458085661992534
20,20.89447164191301
20,22.99233641836367
20,19.025175050178113
20,21.054228395336995
20,24.535443560415008
20,23.533491468125654
20,23.337217929409757
20,20.510175905008516
20,25.304382382746937
20,21.765249626315278
20,24.70380422062815
20,20.94787329540095
20,23.660265831058354
20,21.264291517858116
20,24.104357127859448
20,22.676152063100567
20,21.58129898694224
20,19.268228159795182
20,23.119484915870277
20,27.994517830931155
20,25.03152124348278
20,25.789619176684475
20,20.66664082550644
20,25.411834357793087
20,25.00787014112412
20,20.17052743377758
20,24.62923156232053
20,23.566477157513532
20,25.64266966560423
20,21.622823212907075
20,21.54229751110929
20,21.136505997875666
20,24.22867621831663
20,26.43484835613792
20,23.844018171130585
20,22.148579077857285
20,20.07431009214504
20,24.755511488490285
20,17.401476156932077
20,19.58134122359359
20,23.381281601760637
20,23.83734635984159
20,21.854653481683513
20,21.53714425955122
20,18.99825617607425
20,21.492385800081227
20,22.237693750909553
20,18.250061613211653
20,18.625606061945415
20,22.278105113645665
20,25.484821779294005
20,26.112810206103713
20,21.558378981106458
20,20.95772173404287
20,21.101305555985324
20,23.346562659341544
20,23.137069265821843
20,22.679954528272674
20,22.670284586079944
20,20.663124649249657
20,23.800656472564288
20,23.54756262198387
20,24.23618800647684
20,23.836821863204428
20,26.4354251434029
20,23.363310513095012
20,17.33924366932615
20,23.06998193450253
20,22.38172967545463
20,25.182932873556922
20,22.813529007636205
20,24.489185785315225
20,21.02564290887336
20,18.924414671987485
20,22.761385433989425
20,17.738501288851914
20,19.411858087710428
20,25.355555684168095
20,22.315399680080553
20,26.715598065342665
20,21.371234448535226
20,23.083871482056214
20,19.57913823657016
20,23.45817180793586
20,23.85381193505957
20,22.730340164007767
20,22.518821523598028
20,24.019605400300023
20,22.07411388929594
20,25.143397691022756
20,23.224226888759674
20,16.514102139518517
20,22.689484083633708
20,20.832303063693146
20,24.706714964142964
20,24.667650833516305
20,29.05563464187317
20,16.95642863831232
20,26.114343051098686
20,20.37827129016198
20,25.239106259810466
20,17.595737755572706
20,21.42026453315052
20,23.348273731593356
20,22.75762478794366
20,23.616172345394528
20,21.503196418291783
20,25.568487503774676
20,24.48610816981507
20,22.066886886070293
20,16.784831365383297
20,22.095287805909077
20,24.002204415908345
20,22.18997739008726
20,22.325748116208647
20,19.900352427104945
20,23.16828778834328
20,25.291145965033365
20,21.46799462264684
20,26.969906981081515
20,22.823105646758616
20,19.44828123116035
20,21.408672587128237
20,24.16701329733322
20,24.774666880240527
20,21.788339260202658
20,21.575221678547443
20,23.034130391317557
20,24.354551960091122
20,23.27736815462546
20,24.125672043907564
20,21.662002323638394
20,19.31221401098486
20,26.51412708783125
20,24.07692953549511
20,25.399441477041297
20,21.411923518512864
20,23.04686658441811
20,18.292344237852525
20,21.634560832839455
20,25.887247559540974
20,24.14748599226524
20,20.16589593671678
20,25.562932370707813
20,21.315661535055035
20,23.77424233368156
20,21.79238174492498
20,23.690070763204883
20,20.856233764025937
20,24.553084785498317
20,19.81081074114656
20,22.788232299019814
20,18.784461883712275
20,22.144810472651642
20,22.68578706409615
20,23.29356421838119
20,20.68395470742499
20,23.91854482944999
20,22.25856191979664
20,23.92915028098279
20,22.120216587597973
20,20.735405630347834
20,20.183567650225793
20,25.032067183814227
20,22.394475076723865
20,20.933191363263596
20,24.384042969948162
20,23.345328364818563
20,18.889240757315196
20,17.738572413911058
20,20.81802242828124
20,23.567430378177633
20,24.37023159401973
20,22.315042456553694
20,25.393419220426065
20,21.87714779682642
20,21.73952453945476
20,22.703670358092978
20,19.648131866449784
20,19.11563397647683
20,22.431714492263424
20,20.642608083552307
20,22.777673725241335
20,22.930923552260737
20,24.30250747643492
20,20.173568114481206
20,20.483469442262688
20,22.143953337801698
20,24.7964181688649
20,20.821748730783682
20,21.503361409247663
20,19.02835406788329
20,19.466223300794503
20,26.812813016092818
20,18.23936015513075
20,22.02990482239549
20,23.702024483272314
20,21.228329337303258
20,26.13882910176489
20,22.058722814845318
20,23.00255822544717
20,22.69883543106929
20,26.29952990608307
20,22.102476859121857
20,21.652873378596738
20,21.481338932969955
20,22.835154856843175
20,24.289170473623102
20,20.986837661315498
20,21.518573062881348
20,25.99871832634757
20,24.516896669144824
20,24.550167124021357
20,23.563494620437545
20,23.283320692663626
20,19.71687405981789
20,20.525420059875323
20,20.58774782349751
20,21.135053774700097
20,18.13013059480001
20,19.6233247310496
20,19.813889787609703
20,19.831413466336517
20,21.821560360732498
20,21.380120765435215
20,18.70096792089099
20,19.99062984689176
20,22.505327817948253
20,21.611435606411405
20,24.352844017844774
20,25.308039729002914
20,18.435301774124856
20,26.315283651772265
20,26.51744248775686
20,22.61099189925108
20,23.61559099728898
20,20.06318352781303
20,20.011869924471373
20,20.903282848138563
20,21.80529273714531
20,25.307882208829838
20,19.379165327143532
20,24.907481221616564
20,23.94373581584723
20,21.720244082432682
20,18.438320761196735
20,20.757553251739445
20,20.905414359334898
20,23.49329366134336
20,21.85665578366813
20,24.49733355971382
20,20.61082724804196
20,23.471484489767
20,22.149466529316207
20,24.387723554022763
20,26.2698291711835
20,22.15617827809871
20,23.405548889759753
20,23.119455719137054
20,21.35479425850334
20,20.404837288842376
20,18.988881216387306
20,23.795036573580692
20,18.91693140799825
20,23.765432578869365
20,22.968747473564644
20,25.727096298158717
20,23.430651752246952
20,22.948637457723553
20,21.201316597618128
20,22.198258617363027
20,21.939596691591046
20,18.60963018745348
20,19.725849657280694
20,22.9251211606243
20,17.41294744023329
20,20.884937406968735
20,21.67511419674815
20,18.52126142668301
20,23.599062267317645
20,25.315431323398833
20,23.44498830010249
20,24.68085574008849
20,20.18458995872153
20,21.705657817302594
20,19.820655096652118
20,22.949292345347963
20,18.82062987801232
20,20.397001646252257
20,25.59801765183787
20,15.802316199061757
20,22.43489030956082
20,18.96028421441174
20,19.084103914189875
20,21.992630443770366
20,27.70503570974305
20,23.75014538781334
20,24.007388836052446
20,26.232541372347754
20,21.142039668911114
20,24.283442459669317
20,19.12712203332294
20,24.981832889852587
